id,start-date,submit-date,network,age-group,country,years-php,years-programming,education,numframeworks,fw-work-choice,fw-work-other,fw-work-reason-easy,fw-work-reason-community,fw-work-reason-tutorials,fw-work-reason-tested,fw-work-reason-features,fw-work-reason-forced,fw-work-reason-other,fw-work-reason-other-why,fw-personal-choice,fw-personal-other,fw-personal-reason-easy,fw-personal-reason-community,fw-personal-reason-tutorials,fw-personal-reason-tested,fw-personal-reason-features,fw-personal-reason-other,fw-personal-reason-other-why,contributes,laravel,yii1,yii2,zf1,zf2,symfony2,phalcon,aura,slim,silex,webiny,cake,fuel,kohana,ci,prado,phpixie,flight,simple,typo,nette,agavi,other
20498,"2015-03-05 21:15:46","2015-03-05 21:27:45",348b8577b8fc373ee0e95118879605acac1a408e,4,"United Kingdom",13,15,5,1,Symfony2,,,,,,,,1,"I'd been building everything from scratch for years and was persuaded/challenged to look at Symfony2 by a colleague when upgrading a bespoke system.","No Framework",,,,,,,1,,No,,,,,,,,,,,,,,,,,,,,,,,
20509,"2015-03-05 21:19:19","2015-03-05 21:21:22",219fefb28d2af3855a7889e9b436efa7ace71bec,4,"United States",12,15,1,2,CakePHP,,1,1,,1,1,,,,CakePHP,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20527,"2015-03-05 21:21:36","2015-03-05 21:24:07",3d99a3bd6b20122284ff4337dfafd3fdb313062b,3,"United States",2,6,6,1,Slim,,1,,,,,,,,Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20536,"2015-03-05 21:23:39","2015-03-05 21:26:26",e7380ee2e3675b4817c0aad2fddf84d32890504d,5,"United States",2,28,6,2,"No Framework",,,,,,,1,,,Phalcon,,1,,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20540,"2015-03-05 21:24:36","2015-03-05 21:26:48",8c589d6b1d68f60a223ee81f46cc84dd15d5e046,3,Canada,5,10,5,1,CakePHP,,,,,,,,1,Experience,CakePHP,,,,,,,1,Experience,No,,,,,,,,,,,,,,,,,,,,,,,
20541,"2015-03-05 21:25:18","2015-03-05 21:31:22",2d106b1794b036c8c4929987af369088c28ae125,5,Portugal,15,25,1,2,,Silverstripe,,,,,,,1,"Excellent Code quality",Phalcon,,,,,,,1,"Speed and less files to deploy",No,,,,,,,,,,,,,,,,,,,,,,,
20543,"2015-03-05 21:25:12","2015-03-05 21:29:33",6c7e4b85216b7d25f1d70a6a3f93cce0501a3fca,5,"United States",8,30,1,5,,Wordpress,,,,1,,,,,Laravel,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20554,"2015-03-05 21:28:36","2015-03-05 21:30:32",8cb22673b12d11f4f2bda2b350b8489f7cb5db9e,4,"United Arab Emirates",12,15,1,3,Laravel,,1,,,,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20564,"2015-03-05 21:31:34","2015-03-05 21:39:55",eabc96ef833b5f644997e64c4b2978f55cbf976e,3,Canada,15,20,1,3,CodeIgniter,,1,1,1,,,,,,"No Framework",,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20574,"2015-03-05 21:33:47","2015-03-05 21:52:16",18893fcd0a6edfe55f4df3e53ff5cd0ff1e460f7,3,"United Kingdom",6,6,6,3,"Zend Framework 1",,,,,,,1,,,Silex,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20578,"2015-03-05 21:34:59","2015-03-05 21:42:09",13a0d87142e2eee25f65bfcaec95cb84658ade42,3,Ecuador,6,8,5,2,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20580,"2015-03-05 21:35:18","2015-03-05 21:45:27",7db9cf34addac092e09b2b51b6cfc07c393b8602,5,"United States",12,34,1,2,"Zend Framework 2",,1,1,,,1,,,,"Zend Framework 2",,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20583,"2015-03-05 21:36:27","2015-03-05 21:41:05",d7b2a25baba1668a137cbccadcf422c79c50baf4,4,Romania,7,9,4,1,CodeIgniter,,1,,,,,,,,CodeIgniter,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20584,"2015-03-05 21:36:19","2015-03-05 21:39:49",91c189c2f7de87f4d4fa910ec56e4d34648620ed,4,Greece,10,30,6,5,"Yii 2",,1,,,,,,,,"I use a CMS for all my work",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20588,"2015-03-05 21:36:26","2015-03-05 22:01:48",2a61aca5a8dc8f5b11b0985de8c314f6eb49d6c5,3,India,8,7,5,2,"Company Internal Framework",,1,,,,,,,,CodeIgniter,,1,,,,,,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,1,,,,,,,,
20601,"2015-03-05 21:41:46","2015-03-05 21:45:45",ab99aa31db378269286abbc19976b483ad98fbba,3,Colombia,8,10,5,5,"Yii 2",,,,1,,,,,,"Yii 2",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20607,"2015-03-05 21:43:23","2015-03-05 21:48:21",f20e72edb01accf60e0df5b16e583e791fcbf1a3,3,Italy,10,10,1,2,Laravel,,1,,,,1,,,,Laravel,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20610,"2015-03-05 21:44:11","2015-03-05 21:56:39",239d59ecf9004680e12d08f01af3f7610b75242d,3,Iran,4,4,3,2,Symfony2,,1,1,1,1,1,,,,Symfony2,,1,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20618,"2015-03-05 21:46:15","2015-03-05 21:50:24",4b91eb33d83f2fe3ba01762f4ca30c7c0273bf66,3,"Czech Republic",11,14,6,4,Nette,,1,,,,1,,,,Nette,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20630,"2015-03-05 21:50:17","2015-03-05 21:53:36",027cc9dd8177e644bb5e646e126331e7b8a477f2,5,Canada,10,20,5,1,Laravel,,1,,1,1,1,,1,"Laravel uses Ruby on Rails concepts and wisdom.  It the long run, I believe these concepts will deliver good projects.  Laravel 5.0 is also mature enough to invest my time in to learn.",Laravel,,1,,1,1,1,1,"It's use of Ruby on Rails concepts.",No,,,,,,,,,,,,,,,,,,,,,,,
20631,"2015-03-05 21:50:09","2015-03-05 21:52:33",72ce5c24a4c44185e51c60eb5e126da0f86e3650,2,Finland,2,3,2,1,"No Framework",,,,,,,1,,,,Slim,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20643,"2015-03-05 21:52:13","2015-03-05 21:55:20",71807a0616f50a38a967c3cd96d20ec0a30a2cd7,4,Italy,15,25,5,3,"Yii 1",,1,1,,,,,,,"Yii 1",,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20644,"2015-03-05 21:52:25","2015-03-05 22:01:31",1f3d4d15008a84623c5d7bca574e1c6916fdc628,5,"United States",10,25,5,1,"We use a CMS for everything",,,,,,1,,,,"Zend Framework 1",,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20645,"2015-03-05 21:52:53","2015-03-05 22:04:09",58817cbdd6f1a9f6cd019e99dc79ef5dad05f643,5,Serbia,10,26,1,20,"Company Internal Framework",,1,,,,,,,,"Company Internal Framework",,,,,,,1,"use php and javaScript only",No,,,,,,,,,,,,,,,,,,,,,,,
20648,"2015-03-05 21:53:44","2015-03-05 21:56:21",250cd3bbeba56913b3f05c5916c05f63302a2c26,3,"United Kingdom",9,9,5,1,,Drupal,,1,,,,,,,"I use a CMS for all my work",,,1,,,,,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,,,,,,,,,Drupal
20650,"2015-03-05 21:55:17","2015-03-05 22:01:50",64c986ef978ff14a4a308bc38b2f85370fc15981,3,India,15,20,6,2,"No Framework",,1,,,,,,,,"Yii 2",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20674,"2015-03-05 22:00:21","2015-03-05 22:04:46",ad83a4935782437865540b109b9137f9d80b2b69,4,Indonesia,5,7,1,3,"No Framework",,1,,,,,,,,"No Framework",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20677,"2015-03-05 22:01:30","2015-03-05 22:05:39",ab3c06b2acbbcf71b3f913f6af0f53e5085a1aa8,4,Greece,5,7,6,2,Flight,,1,,,,,1,,,Flight,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20681,"2015-03-05 22:02:35","2015-03-05 22:17:39",e462d34e57e809981ca04858657feb4234dbe454,5,Australia,18,35,2,3,CodeIgniter,,1,1,,1,,,,,CodeIgniter,,1,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20683,"2015-03-05 22:03:10","2015-03-05 22:11:39",20507b99706874e26cd491561c031b0cfb12a6e6,4,Philippines,7,10,6,5,"Yii 2",,1,1,,,1,,,,"Yii 2",,1,1,,,1,,,"Yes, I help with code (including tests)",,1,1,,,,,,,,,,,,,,,,,,,,
20686,"2015-03-05 22:03:36","2015-03-05 22:30:22",b3448a499be49cd55e2cf96832f2b0bf17f0d424,3,"United States",6,10,5,2,"Zend Framework 1",,,,,,,1,,,Phalcon,,1,1,1,,,1,"It's fast, easy to setup, good documentation.",No,,,,,,,,,,,,,,,,,,,,,,,
20692,"2015-03-05 22:05:55","2015-03-05 22:12:01",66bf7a7e6b0ce582d99cb42c4dbb01d583c11fd6,2,Cuba,3,6,5,2,Phalcon,,1,,,,,,,,Symfony2,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20693,"2015-03-05 22:06:20","2015-03-05 22:09:23",04f01bf521cadb1240a51525279c8e2e9e05bbad,3,"United States",2,4,4,3,"We use a CMS for everything",,,,,,,1,,,"No Framework",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20694,"2015-03-05 22:06:18","2015-03-05 22:11:37",17e142c9dd25929a837bf6b6c2c9abdc1fc8d715,4,Greece,10,32,5,3,"Company Internal Framework",,,,,,1,,,,"Company Internal Framework",,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20717,"2015-03-05 22:12:14","2015-03-05 22:15:51",bcc214428be803153bdece08e0e97ebca35f1aa8,3,Australia,10,12,4,3,CodeIgniter,,1,1,1,1,1,,,,CodeIgniter,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20720,"2015-03-05 22:13:35","2015-03-05 22:16:32",25ba9ae9d85a8746ffb1db382f9bb2f8159f4178,3,Australia,13,16,5,7,Laravel,,1,1,1,,,,,,Laravel,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20730,"2015-03-05 22:15:44","2015-03-05 23:07:19",30feb355495e7218b2e95c030e8d14fd349d080c,4,Australia,10,10,4,4,Slim,,1,,,1,,,1,"Very lightweight and extensible.",Slim,,1,,,1,,1,"Light weight and extensible",No,,,,,,,,,,,,,,,,,,,,,,,
20741,"2015-03-05 22:21:44","2015-03-05 22:25:47",77b2e3910ece11376b0f7e6f089ed04299f63ecc,5,Italy,8,18,3,2,"We use a CMS for everything",,,,,1,,,,,CodeIgniter,,,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20742,"2015-03-05 22:21:59","2015-03-05 22:25:49",8e7c1f4230884e18defdf39b1ff79b39728dc0ff,3,Canada,9,16,4,2,"Company Internal Framework",,,,,,,1,,,"No Framework",,,,,,,1,"I prefer creating my own code right from the start",No,,,,,,,,,,,,,,,,,,,,,,,
20744,"2015-03-05 22:22:15","2015-03-05 22:33:25",56dbc6a85c0b6450efb6373c25836ef78c7995e9,5,Japan,15,36,5,1,Phalcon,,,,,,,,1,"Speed. Only recently started using any framework at all, and didn't want to take a performance hit over direct coding.",Phalcon,,,,,,,1,"I only want to have to learn one framework (and since my work is self-employed, I was free to choose my methods for work). Phalcon is the only one that won't run slower than hand coding.",No,,,,,,,,,,,,,,,,,,,,,,,
20751,"2015-03-05 22:24:30","2015-03-05 22:26:59",8dda0f9e302ebf8f998a0d2d091c11e209654fe5,5,"United States",10,30,5,2,"No Framework",,1,,,,,,,,"No Framework",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20755,"2015-03-05 22:26:15","2015-03-05 22:28:20",ed52403bbf6743ac962308393ebd48a85ec89755,3,Montenegro,3,8,6,3,Slim,,1,,,,,,,,"I use a CMS for all my work",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20770,"2015-03-05 22:33:20","2015-03-05 22:35:58",6b3cd2a75843b0aea765b63d61f5e91ff1e6103d,4,"United States",18,30,5,4,Symfony2,,,1,,1,,,,,Symfony2,,,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20777,"2015-03-05 22:38:34","2015-03-05 22:40:39",13279a3880a73b6ac74dee414fac526da878f16a,4,Germany,10,25,7,3,Symfony2,,,,,,1,,,,Silex,,1,,,,,,,"Yes, I help with code (including tests)",,,,,,1,,,1,1,,,,,,,,,,,,,
20778,"2015-03-05 22:38:26","2015-03-05 22:44:20",22c58e31cf480e35a7681ebca9d6d7ba92fafd63,4,"United States",16,20,5,3,,Custom,1,,,1,1,,,,,Custom,1,,,1,1,,,"Yes, I help with both code and documentation",,,,,,,,,1,1,,,,,,,,,,,,,
20791,"2015-03-05 22:46:28","2015-03-05 22:49:23",cd112f46659809fa951dad5952855a00b481e832,4,"United Kingdom",10,15,4,7,"Zend Framework 2",,1,,,,1,,,,"Zend Framework 2",,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20798,"2015-03-05 22:50:45","2015-03-05 22:54:19",4e71b789612c3a15a23ac1cbf689d0a2ded5e60e,3,"United Kingdom",10,13,6,4,CodeIgniter,,,1,1,1,1,,,,CodeIgniter,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20799,"2015-03-05 22:51:52","2015-03-05 22:58:26",01fc7c6d3fcc6e7c95c89e038a8261a67faa9f58,3,"United States",12,16,4,3,"Zend Framework 1",,,,,,,1,,,Phalcon,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20801,"2015-03-05 22:53:23","2015-03-05 22:58:37",d42cf2fa2b32942c8c10ff314039bf6fbe932e7d,4,France,15,30,6,10,Laravel,,1,1,,,1,,,,Laravel,,1,1,,,1,,,"Yes, I help with both code and documentation",1,,,,,,,,,,,,,,,,,,,,,,
20822,"2015-03-05 23:01:39","2015-03-05 23:04:12",56498534e230aee08cbc893fb7fef61c7385d869,3,"United Kingdom",10,12,5,3,Laravel,,1,1,,,1,,,,Laravel,,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20831,"2015-03-05 23:04:42","2015-03-05 23:10:31",4bf9b6379eafd90b039eb522cab7ba8c8b190329,3,Japan,5,5,5,1,"No Framework",,,,,,,,1,"Not working at the moment, therefore not using a framework.",CakePHP,,,,,,,1,"It was the one suggested to me by a friend",No,,,,,,,,,,,,,,,,,,,,,,,
20861,"2015-03-05 23:23:24","2015-03-05 23:26:17",963d15e95da632714f405d58cec49251c8912702,4,"United States",18,19,1,4,CakePHP,,,1,,,1,,,,,Drupal,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20881,"2015-03-05 23:34:01","2015-03-05 23:45:10",9bad8911ab31955451544861bfefabf51d4dec96,4,"Trinidad & Tobago",16,16,1,2,CodeIgniter,,1,1,1,1,1,,,,"I use a CMS for all my work",,1,1,,,1,1,"I use MODx - a CMS for personal projects because it allows more website functionality out of the box",No,,,,,,,,,,,,,,,,,,,,,,,
20885,"2015-03-05 23:36:37","2015-03-05 23:39:01",c712539c05c0a4024ad228cf789773423e93433b,4,"United States",12,16,7,3,"Yii 1",,1,1,1,,,,,,"Yii 1",,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20887,"2015-03-05 23:38:09","2015-03-05 23:39:47",7a29942713102a1685daf57261b1961030dfb5c3,4,Brazil,5,19,6,1,"Zend Framework 2",,1,1,,,,,,,"Zend Framework 2",,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20889,"2015-03-05 23:39:30","2015-03-05 23:48:23",4d3fe7202898aac8dbe6514558c50aefdc6c7dcc,4,Australia,12,20,1,2,Laravel,,,,,,,,1,"Because coding for it in fun",Laravel,,,,,,,1,"It's fun to code for and the community is great",No,,,,,,,,,,,,,,,,,,,,,,,
20893,"2015-03-05 23:41:37","2015-03-05 23:43:28",42762ce782268ab87362d245dee6fff6128bbebc,4,"United States",11,15,1,3,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20894,"2015-03-05 23:42:28","2015-03-05 23:50:38",ec53de66ac83c0d6341eada5c9de3b90ab6b02d4,4,Philippines,15,25,5,5,"Zend Framework 2",,,,,,1,,,,"Zend Framework 2",,,,,,1,1,"I'm satisfied with it.",No,,,,,,,,,,,,,,,,,,,,,,,
20900,"2015-03-05 23:46:10","2015-03-05 23:48:38",6285f77baeb9ae43250ce16cc5e31b485fab4cb7,2,Brazil,3,3,5,3,Symfony2,,1,,,,,,,,Symfony2,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20902,"2015-03-05 23:47:42","2015-03-05 23:52:28",07c1db79d39c34dbbf6e2831aa6cae0beee68ce9,4,Israel,3,15,4,2,CakePHP,,,,,,,1,,,Symfony2,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20921,"2015-03-06 00:00:47","2015-03-06 00:09:30",4b57977accb4b7a1c716671bf26840d51c9868a1,2,Brazil,9,9,4,5,"Zend Framework 2",,,,,,,1,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20943,"2015-03-06 00:14:36","2015-03-06 00:22:48",2538e729f7b92fbf8aa234e46c98ac5fabee7b9e,3,"United Kingdom",1,2,2,1,Slim,,,,,,,,1,"This was a requirement within my University Assessment.","No Framework",,,,,,,1,"Not yet fully comfortable with any as of yet but currently testing out CakePHP which seems ok. Also enjoyed the work I had done with the Slim Framework.",No,,,,,,,,,,,,,,,,,,,,,,,
20952,"2015-03-06 00:20:21","2015-03-06 00:21:40",aab0ff45033f7f8b31de0809020cacd7a83879fc,3,"United States",10,10,3,4,Laravel,,1,,,,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20965,"2015-03-06 00:32:16","2015-03-06 00:35:46",ed533f3b02ef2b3a8aeda62e8d814997a78385c8,5,Australia,4,6,5,2,,"Adobe Dreamweaver",1,,,1,1,,1,"I learnt to code PHP using Dreamweaver and found it now intuitive and very easy to use.",,"Adobe Dreamweaver",1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20970,"2015-03-06 00:33:58","2015-03-06 00:37:26",4bdb2321153a194c56bf00a1ed8c0bd8706e63e2,2,"Czech Republic",11,11,4,1,Nette,,,,,,1,,1,,Nette,,,,,,1,1,,No,,,,,,,,,,,,,,,,,,,,,,,
20979,"2015-03-06 00:40:14","2015-03-06 00:41:39",c05a9d8d9277c3745c9f87226ecdc5c10bfb65f5,3,Portugal,15,20,6,11,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20987,"2015-03-06 00:45:21","2015-03-06 00:49:45",d959b79badae11dc140d86c60ea06449aed6426e,4,"Korea South",10,14,1,1,CodeIgniter,,1,,,,,,,,Laravel,,,1,,,,,,"Yes, I help with both code and documentation",1,,,,,,,,,,,,,,,,,,,,,,
20991,"2015-03-06 00:47:01","2015-03-06 00:48:41",b105fea7ae6adc2a11bc06d3590d20b7f59c6666,2,Philippines,2,2,5,2,"Yii 2",,1,1,1,1,1,,,,"Yii 2",,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20992,"2015-03-06 00:48:07","2015-03-06 00:54:07",fc298f2eb4891376df1cfdd58dc7a5792a365d1f,3,Nepal,2,3,5,2,CodeIgniter,,1,,,,,,1,"i find it easy to work on it as i was tutored over the same framework and i don't have spare time to research new frame work",CodeIgniter,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20999,"2015-03-06 00:55:55","2015-03-06 00:59:50",b472af0914f3897915bfd6e3cfddecbb3c8101c0,5,"United States",10,16,6,2,"Yii 1",,1,1,,1,,,,,"Yii 1",,1,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
21003,"2015-03-06 00:58:01","2015-03-06 01:01:19",e8f6584c08a9e37e3eb0d5c6546c2659f8ea97ad,5,"Korea South",20,35,2,4,"Yii 2",,1,,,,,,,,"Yii 2",,1,,,,,,,"Yes, I help with code (including tests)",,1,1,,,,,,,,,,,,,,,,,,,,
21004,"2015-03-06 00:58:40","2015-03-06 01:06:03",b7f5ae71ca32a3ccba498fbf22476c1b7ba24db3,4,"United States",10,15,5,3,"No Framework",,,,,,,,1,"We use libraries  not frameworks.","No Framework",,,,,,,1,"I use libraries not frameworks.",No,,,,,,,,,,,,,,,,,,,,,,,
21007,"2015-03-06 01:02:26","2015-03-06 01:10:49",bdde07740ec0dd0a8546f8070ef7f434f8787c9b,3,Romania,5,6,3,2,Laravel,,1,1,,,,,,,Laravel,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
21036,"2015-03-06 01:18:50","2015-03-06 01:21:50",97d542b54cedb8b5ae1c8b3454eec3a39b68e521,3,France,8,10,6,5,Symfony2,,,1,,,,,,,Symfony2,,,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
21037,"2015-03-06 01:20:13","2015-03-06 01:25:42",4744c16d0d3a7b1cdb3fe78f09a241bde3ce77ba,2,China,2,3,1,3,Laravel,,1,,,,,,,,Phalcon,,,,,,,1,"Strong performance",No,,,,,,,,,,,,,,,,,,,,,,,
21056,"2015-03-06 01:41:57","2015-03-06 02:04:25",e92f2343e8b878904f0421b24ce42edb95ea65af,5,"United States",15,20,1,1,CodeIgniter,,1,1,1,,,,,,CodeIgniter,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
21060,"2015-03-06 01:42:59","2015-03-06 01:45:16",7b9ce36f7dbea5c95fbcf1a6c9e76b5df47a0573,3,Germany,15,15,1,5,Laravel,,,1,1,,1,,,,Laravel,,,,,,1,,,"Yes, I help with both code and documentation",1,,,,,,,,,,,,,,,,,,,,,,
21062,"2015-03-06 01:44:29","2015-03-06 01:49:08",9ecf54568f3076848da8b9f1f977359d0a5c9129,3,Indonesia,3,5,5,3,Laravel,,1,1,,,1,,,,Laravel,,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
21081,"2015-03-06 02:05:15","2015-03-06 02:13:59",40bebd3c8a9fc739b3039e4c7ac0e5169f38b50f,4,Indonesia,1,1,5,1,"No Framework",,1,1,1,,,,,,"No Framework",,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
21085,"2015-03-06 02:07:18","2015-03-06 02:16:25",bb7b848fb6f84f24d48aba455215ac3df2efc2de,3,Vietnam,5,6,5,3,CakePHP,,,,,,,,1,"Good isolation, easy to build library.",CakePHP,,1,,,,,1,"Good isolation, easy to build library.",No,,,,,,,,,,,,,,,,,,,,,,,
21086,"2015-03-06 02:08:48","2015-03-06 02:42:05",daea679bec8ccc6eb92d7143540b7b2b7c413a72,3,Vietnam,4,6,5,3,CakePHP,,1,,1,,,,1,"It's easy to learn. Tutorial is clear, core is powerful, easy to extend and implement from core",CakePHP,,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
21090,"2015-03-06 02:10:05","2015-03-06 02:11:50",02afc3f908fac48433355e3dedf0842dac800edb,3,Indonesia,5,5,6,5,"Yii 2",,,1,,,,,,,"Yii 2",,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
21106,"2015-03-06 02:24:26","2015-03-06 02:28:59",6e7e753caee74f1ec3ebcd42d804c1c43a1cfc59,3,Vietnam,3,5,5,5,"Zend Framework 2",,1,,,,,,,,CakePHP,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
21122,"2015-03-06 02:35:04","2015-03-06 02:52:25",1953aff23f5cb6cf1480aff5538962afc842906a,3,"Not listed",8,15,4,7,Symfony2,,,,,,1,,,,Symfony2,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
21134,"2015-03-06 02:45:50","2015-03-06 02:49:38",c318c7633c361d582f6a84e2811bda4217442e34,3,Singapore,10,13,5,1,CodeIgniter,,1,1,,,,,,,CodeIgniter,,1,1,1,1,,,,"Yes, I help with documentation (official docs only)",,,,,,,,,,,,,,,1,,,,,,,,
21153,"2015-03-06 02:59:36","2015-03-06 03:02:17",48d8737eee648872da0ece534f80521892b285a3,3,Cambodia,5,4,3,4,,CodeIgniter,1,,,,,,,,,CodeIgniter,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
21167,"2015-03-06 03:11:16","2015-03-06 03:16:02",2c895a425fc6d60efb68f65e3860645af09ed376,4,Peru,10,13,4,1,CodeIgniter,,1,1,1,,,,,,"No Framework",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
21175,"2015-03-06 03:15:03","2015-03-06 03:16:51",ba5af2092078efc5c288738ba15d674cb8e1066d,3,Vietnam,6,6,3,5,"Yii 2",,1,1,1,,,,,,"Yii 2",,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
21180,"2015-03-06 03:17:50","2015-03-06 03:49:31",90b4f53773399057055256dd18170866a787aff4,3,"New Zealand",12,22,5,5,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,"Yes, I help with documentation (official docs only)",1,,,,,,,,,,,,,,,,,,,,,,
21182,"2015-03-06 03:19:17","2015-03-06 03:21:04",9c77b0ebc7b9908d14d0e226668d914d27e38890,3,Vietnam,6,7,1,5,"Yii 2",,1,1,1,1,,,,,"Yii 2",,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
21185,"2015-03-06 03:21:34","2015-03-06 03:23:53",cb02d94c11a07d41b49b840641f3a698233181da,3,Brazil,6,14,5,3,CakePHP,,1,,,,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
21199,"2015-03-06 03:39:52","2015-03-06 03:51:16",f75979a534c8304b68c3bed54ec047ecdc0710d5,3,Australia,9,12,5,2,"Company Internal Framework",,,,,,,,1,"Initially forced by employer to use internal framework. However we are transitioning to 3rd party framework, Yii 2. Currently we are still coding in both, but the Yii 2 code is not deployed to production as yet.","No Framework",,,,,,,1,"Not used a framework specifically outside of work...no time recently to code outside of work!",No,,,,,,,,,,,,,,,,,,,,,,,
21207,"2015-03-06 03:51:00","2015-03-06 03:55:23",c3a88ec7dbb9adf7641261913d87f2dafc7f2996,2,India,2,2,5,2,"Yii 2",,,,,,,1,,,Laravel,,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
21213,"2015-03-06 03:53:54","2015-03-06 04:03:45",722d1e448e4b878a38b7b428cab8dff338a19e22,3,Vietnam,7,14,3,3,Kohana,,,,,,,1,,,Laravel,,,,,,,1,"Growing popularity among PHP community; good performance estimations; I like its style",No,,,,,,,,,,,,,,,,,,,,,,,
21215,"2015-03-06 03:54:50","2015-03-06 03:58:33",3df20f6db82275f6ba969dc0c17f4b0631a9c25d,3,India,8,10,5,3,CodeIgniter,,1,,,,,,,,Laravel,,,,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
21224,"2015-03-06 04:01:00","2015-03-06 04:06:50",1ea843bb4290189bb76daf31e42b3b696c97ab44,3,Nigeria,6,9,6,2,Symfony2,,1,,,,1,,,,Symfony2,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
